Stage,LoveReq,SubReq,VarReq,Interaction,Result,NextStage,LoveMod,SubMod,Function
311,0,0,,So you prefere|to be tied up.,Seriously? Who would like being tied up?,312,-1,1,
311,0,0,,What is your thing?,"Oh well it's la... wait, my thing...|Sorry I though I just saw my friend in the corridor.",300,0,0,
312,0,0,,I would.,"Curious, not that I would consider tying you up of course.",300,0,-1,
312,0,0,,Some of the girls here|clearly enjoy it.,Well it doesn't seem right the|way some of them express in it.,300,0,0,
312,0,0,,Someone who doesn't|want to admit it.,I have no idea what your on about.,300,0,1,
320,0,0,,"Oh really, you look|quite settled here.","Well, um it's only a college club.|There's nothing wrong with that.",300,0,0,
320,0,0,,So who is this|friend of yours?,Oh she's not here yet.,321,0,0,
321,0,0,,Maybe I'm the friend|you're waiting for.,"Well we hardly know each other,|but we could be friends I suppose.",322,1,0,
3210,0,0,,,,,,,
322,0,0,,Of course were|all friends here.,I suppose. I'm still not sure some of the|girls here are really that friendly.,300,1,0,
322,0,0,,Friends with benefits?,I'm not sure what you mean?,323,0,0,
323,0,0,,It's just we always help|each other when in need.,"Sure, a friend in need is a friend indeed.",300,1,0,
323,0,0,,"Come on, there is more to|enjoy than just the ropes.",I'm really not sure what you mean.|Anyway was there anything else?,300,-1,1,
330,0,0,,To do.,,300,,,
340,0,0,,You don't sound certain.,"No really, I'm not into this kind of thing.",300,0,0,
340,0,0,,"Oh, the lady doth|protest too much.","No no, wait.. what.. I...|Please don't tie me up.",300,0,1,
350,0,0,,A good spanking should|sort them apart.,"That's just cruel, they seem to be|in a lot of discomfort as it is.",300,-1,0,
350,0,0,,What about stripping them?,I'm not sure what you're trying to achive|and I'm not interested in their predicament.,300,0,0,
360,0,0,,Oh okay. It's not like a|dog will eat it here.,A dog might find it rather chewy.,300,0,0,
360,0,0,,Come on you can tell me.,I told you its just boring homework.,300,-1,0,
360,0,0,,I could help|you with that.,"No no, I will manage just fine on my own.",300,0,1,
400,0,0,,I wish I could be tied|tightly like that.,(Amelia says.) We could make that wish come true.,400,,,
400,0,0,,I think we should keep|you like that all night.,(The girl shakes her head and graons painfully.),400,,,
400,0,0,,That's an innovative|rope tie.,"(Amelia says.) Yes Lucy demonstrated it on Natalie|last week.  Not classic Kinbaku, put pretty painful.",400,,,
400,0,0,,(Interrogate her.),,410,,,
400,0,0,Kidnapper,(Kidnap her.),,400,,,Kidnap()
401,0,0,,(Release her.),(You release her). Thank you.|I'm sick of Heather masquerading as me. I'm lucy.,700,,,ReleaseTwin()
400,0,0,,(Release her.),To do.,400,,,
400,0,0,,(Go back to the|rest of the grounp.),(Amelia was telling Charlotte about Kinbaku.),100,0,0,
410,0,0,,Are you Lucy?,(She nods her head.),410,,,
410,0,0,,Are you Heather?,(She shakes her head.),410,,,
410,0,0,,Is your sister Lucy?,(She shakes her head.),410,,,
410,0,0,,Would your sister|claim to be Lucy?,,410,,,WouldYourSister()
410,0,0,,You've been a naughty girl|and should be punished.,"(She shakes and pleads. Charlotte speaks up.)|Leave her allown, you're upsetting her.",410,,,Naughty()
410,0,0,,I think you should be|tied up even tighter.,(She whimpers and shakes her head.|She is already aching from her arms tied like that.),410,,,Tighter()
410,0,0,,(Reconsider your|options.),(What do you do now?),400,,,
410,0,0,,(Go back to the|rest of the grounp.),(Amelia was telling Charlotte about Kinbaku.),100,0,0,
450,0,0,,You're lucky to be|tied so tightly.,(Amelia says.) You could be just as lucky.,450,,,
450,0,0,,(Tickle her.),(You pin her by sitting on her lap and start tickling|the exposed armpit. She giggles helplessly.),460,,,
450,0,0,,Thats an intriguing rope tie.,(Amelia says.) Yes Lucy showed us that a while ago.|Asymmetric tying is supposedly common with Kinbaku.,450,,,
450,0,0,,(Interrogate her.),,470,,,
450,0,0,Kidnapper,(Kidnap her.),,450,,,Kidnap()
451,0,0,,(Release her.),(You release her). Thank you.|I'm sick of Heather masquerading as me. I'm lucy.,700,,,ReleaseTwin()
450,0,0,,(Release her.),To do.,450,,,
450,0,0,,(Go back to the|rest of the grounp.),(Amelia was telling Charlotte about Kinbaku.),100,0,0,
460,0,0,,(Stop tickling her.),"(You stand up, letting her recover.)",450,,,
460,0,0,,(Keep tickling her.),"(As you you tickle her more intensly she breaks down|in tears of laughter, pleading for you to stop.)",465,,,
465,0,0,,Are you Heather?,"(She reluctantly nods her head.) nmf mnff.|(You stand up, letting her recover.)",450,,,
465,0,0,,(Stop tickling her.),"(You stand up, letting her recover.)",450,,,
465,0,0,,(Keep tickling her.),"(Charlotte tries to interrupt you.)|That's enough, you're upsetting her now.",465,0,0,CharlotteDislike()
470,0,0,,Are you Lucy?,(She nods her head.),470,,,
470,0,0,,Are you Heather?,(She shakes her head.),470,,,
470,0,0,,Is your sister Lucy?,(She shakes her head.),470,,,
470,0,0,,Would your sister|claim to be Lucy?,,470,,,WouldYourSister()
470,0,0,,You've been a naughty girl|and should be punished.,"(She shakes and pleads. Charlotte speaks up.)|Leave her allown, you're upsetting her.",470,,,Naughty()
470,0,0,,I think you should be|tied up even tighter.,(She whimpers and shakes her head.|She is already aching from her arms tied like that.),470,,,Tighter()
470,0,0,,(Reconsider your|options.),(What do you do now?),450,,,
470,0,0,,(Go back to the|rest of the grounp.),(Amelia was telling Charlotte about Kinbaku.),100,,,
500,0,0,,To Do.,To do.,500,,,
600,0,0,,Can I tie you up now.,,,,,
600,0,0,,Can you tie me up again plaese.,,,1,-1,
600,0,0,,(Go back to the|rest of the grounp.),(Amelia is telling Charlotte about Kinbaku.),100,0,0,
700,0,0,,"So Lucy, shall we tie|up your captors now.","That is easier said than done with Amelia. I know a lot|of Kinbaku, would like to be tied up instead?",710,1,1,
700,0,0,,You must be aching|after that.,"Yes, I need to stretch my arms. Can I tie you up now to work some life back into them?",710,1,0,
710,0,0,,"No, you're not|tying me up.","Aww please, I have an neat idea I want to try.",710,0,0,
710,0,0,,Tie up Amelia or|Charlotte instead.,"No, I really want to try out a new idea on you.",710,0,0,
710,0,0,,"Okay, but make it quick.","We'll see, you might enjoy this.  (She starts with a|box tie, helps you lie down and ties your ankles.)",720,0,0,
720,0,0,,Come on this is|nothing special.,Just a moment.  (She ties a crotch rope going around|your arms and then hogtied to your ankles.),730,0,1,
720,0,0,,I can't move|away like this.,Thats the idea.  (She ties a crotch rope going around|your arms and then hogtied to your ankles.),730,0,-1,
730,0,0,,(Try struggle in|this bondage.),(As you kick your legs it yanks the crotch rope deep into you.),740,0,-1,
