Stage,LoveReq,SubReq,VarReq,Interaction,Result,NextStage,LoveMod,SubMod,Function
250,0,0,,Going to parties.,The parties in this college are pretty lame.|(A waitress interrupts to take your order.),260,0,0,
250,0,0,,Role playing games.,What a shitty and boring hobby.|(A waitress interrupts to take your order.),260,0,0,BadMatch()
250,0,0,,Getting drunk.,"Fair enough, I need to get wasted soon.|(A waitress interrupts to take your order.)",260,0,0,GoodMatch()
250,0,0,,Classical music.,What a shitty and boring hobby.|(A waitress interrupts to take your order.),260,0,0,BadMatch()
250,0,0,,Making love.,I guess your fucking boyfriend is happy.|(A waitress interrupts to take your order.),260,0,0,
250,0,0,,I don't have|any hobbies.,Don't worry.  Mine is getting stoned all night.|(A waitress interrupts to take your order.),260,0,0,GoodMatch()
260,0,0,,A salad please.,Are you a fucking rabbit?|(She orders a big steak.),270,-1,0,BadMatch()
260,0,0,,A steak please.,Best idea of the day!|(She also orders a steak.),270,1,0,GoodMatch()
260,0,0,,A soup please.,That's not a big meal.|(She orders a big steak.),270,0,0,
260,0,0,,A hamburger please.,A pretty good choice.|(She orders a big steak.),270,0,0,GoodMatch()
260,0,0,,A nacho platter please.,That's not a big meal.|(She orders a big steak.),270,0,0,
260,0,0,,Only cheesecake please.,That's not a big meal.|(She orders a big steak.),270,0,0,
260,0,0,,Soup and salad please.,Are you a fucking rabbit?|(She orders a big steak.),270,0,0,BadMatch()
260,0,0,,A chili dog please.,A pretty good choice.|(She orders a big steak.),270,0,0,GoodMatch()
260,0,0,,Fettuccine alfredo please.,A pretty good choice.|(She orders a big steak.),270,0,0,GoodMatch()
260,0,0,,Only water please.,Fuck!  You're not going to eat?|(She orders a big steak.),270,-1,0,BadMatch()
270,0,0,,Have a good meal!|(Wait for you meal.),Hell yeah!  (You both eat your meal.|She burps a few times and looks happy.),280,0,0,EatMeal()
270,0,0,,Bon appetite!|(Wait for you meal.),Hell yeah!  (You both eat your meal.|She burps a few times and looks happy.),280,0,0,EatMeal()
270,0,0,,Hurry up waitress!|(Wait for your meal.),Good call!  (You both eat your meal.|She burps a few times and looks happy.),280,0,1,EatMeal()
270,0,0,,(Stay silent and|wait for your meal.),Hurry up!  (You both eat your meal.|She burps a few times and looks happy.),280,0,-1,EatMeal()
280,0,0,,It was good?,Yep!  You can't go wrong with meat.|Is it time to go back to college?,290,0,0,CheckForSmoke()
280,0,0,,Are you full?,Yep!  You can't go wrong with meat.|Is it time to go back to college?,290,0,0,CheckForSmoke()
290,0,0,AllowSmoke,"Sure, let's go smoke.|(Go smoke with her.)",(You both walk to a secluded corner and|she lights up what looks like a joint.),300,0,0,
290,0,0,AllowSmoke,"Sorry, I don't smoke.|(Back to college.)",,0,0,0,EndChapter()
290,0,0,!AllowSmoke,Let's go back.|(Back to college.),,0,0,0,EndChapter()
300,0,0,,Can I have some?|(Smoke with her.),Sure!  (She smokes a big puff|and shares the joint with you.),310,1,0,Smoke()
300,0,0,,"Smoke it, I don't care.|(Don't smoke with her.)",You only smoke cigarettes then?|(She takes three big puffs of her joint.),320,-1,0,Smoke()
300,0,0,,Gimme that joint!|(Smoke with her.),Here you go.  (She|passes the joint to you.),310,1,1,Smoke()
300,0,0,,Smoking is bad for you.|(Don't smoke with her.),What are you?  A fucking police?|(She takes three big puffs of her joint.),320,-1,-1,Smoke()
300,0,0,,Is it safe to smoke?|(Smoke with her.),Can't be safer.  (She smokes a big|puff and shares the joint with you.),310,1,-1,Smoke()
300,0,0,,No!  This is illegal!|(Don't smoke with her.),You're such a pathetic loser.|(She takes three big puffs of her joint.),320,-2,-2,Smoke()
310,0,0,,This is great!|(Smoke the joint.),Yep!  Leave some for me though.|(You take a few puffs on the joint.),310,0,0,Smoke()
310,0,0,,Thanks for that.|(Pass the joint.),(You pass the joint and she|takes three quick puffs on it.),320,0,0,Smoke()
320,0,0,,How often do|you smoke weed?,Every day!  Best medicine against boredom.|(She smokes two puffs and sits down wasted.),330,0,0,Smoke()
320,0,0,,"Careful, you'll be|stoned for class.",Don't you think I already know that?|(She smokes two puffs and sits down wasted.),330,0,-1,Smoke()
320,0,0,,That's great!  We need to|lunch together more often.,Fuck yeah!  We can get stoned every day.|(She smokes two puffs and sits down wasted.),330,1,0,Smoke()
330,0,0,,Are you ok?,Oh hell yeah!|(She looks stoned.),330,0,0,
330,0,0,,We should|skip school.,Oh yeah!  Best idea ever!|(She giggles and stares blankly.),330,0,0,
330,0,0,HateAmanda,Do you want to get|even with Amanda?,Fuck yeah!  Let's do it now.|Will you help beat her up?,400,0,0,
330,0,0,HateSarah,Do you want to get|even with Sarah?,Fuck yeah!  Let's do it now.|Will you help beat her up?,500,0,0,
330,0,0,,(Smoke with her.)|(1 minute),(You both share a puff and sit idly.),330,0,0,
330,0,0,,(Stare at her.)|(1 minute),(You stare at her idly while|she smokes a puff in your face.),330,0,0,
330,0,0,,(Remove her clothes.)|(1 minute),(She stares and pushes your hand away.)|(You need +8 love or submission to strip her.),330,0,0,RemoveClothes()
330,0,0,,Let's go back.|(Back to college.),,0,0,0,EndChapter()
340,0,0,!IsGagged,Are you ok?,Oh hell yeah!|(She looks stoned.),340,0,0,
340,0,0,!CuteRemarkDone,You look pretty|cute like that.,"(She looks at herself, blushes|a little and nods back at you.)",340,0,0,CuteRemark()
340,0,0,,(Tickle her.)|(1 minute),(Either she's not ticklish or she's|too stoned but she doesn't react much.),340,0,0,
340,0,0,,(Masturbate her.)|(1 minute),,340,0,0,Masturbate()
340,0,0,IsRoped,(Untie her.)|(1 minute),(She seems to appreciate but doesn't|react that much while you untie her.),340,0,0,Untie()
340,0,0,IsGagged,(Ungag her.)|(1 minute),(You ungag her and she stares at you.)|Oh Fuck!  This is pretty intense.,340,0,0,Ungag()
340,0,0,,(Dress her back.)|(1 minute),(You let her go and she|puts her clothes back on.),330,0,0,Release()
340,0,0,IsBoundAndGagged,I tricked you bitch.|(Leave her stranded.),,340,0,0,EvilEnd()
340,0,0,,Let's go back.|(Back to college.),,0,0,0,EndChapter()
350,0,0,,Cum for me sweetie.|(Make her climax.),(You masturbate her gently while she|moans and surrenders to a sweet orgasm.),340,1,0,Orgasm()
350,0,0,,Cum now little whore.|(Make her climax.),(You masturbate her forcefully and|she climaxes with a great orgasm.),340,0,1,Orgasm()
350,0,0,,"Not now, maybe later.|(Don't let her climax.)",(You stop masturbating her|and she slowly stops to moan.),340,-1,0,NoOrgasm()
350,0,0,,You don't deserve it.|(Don't let her climax.),(You stop masturbating her|and she slowly stops to moan.),340,0,-1,NoOrgasm()
400,0,0,,"Beat up Amanda?|No, it's too extreme.",It's not extreme enough!|Someday she will pay.,330,0,0,
400,0,0,,Yes!  Let's get|her right now.,Come with me then!  (You both walk to|an empty class where Amanda is reading.),410,0,0,StartBeatUp()
410,0,0,,(Help Sidney to subdue|Amanda.)  (1 minute),(You both jump on Amanda and Sidney|gets a holds on her.)  Strip her down!,420,1,0,
410,0,0,,I cannot do that.|(Don't subdue Amanda.),You fucking traitor!  You're lucky Amanda.|(Amanda quickly packs her stuff and runs away.),490,-3,-2,
420,0,0,,(Help Sidney to strip|Amanda.)  (1 minute),(You strip her down naked while|Sidney holds her.)  Beat her!,430,1,0,
420,0,0,,I cannot do that.|(Let Amanda go.),You fucking traitor!  You're lucky Amanda.|(Amanda quickly packs her stuff and runs away.),490,-3,-2,
430,0,0,,(Beat up Amanda.)|(1 minute),(You kick and punch Amanda until she|crumbles to the ground.)  Let me do the rest!,440,0,1,"BeatUp(""Amanda"")"
430,0,0,,I'm too weak Miss.|(1 minute),(Sidney struggles alone and beats up Amanda that|crumbles to the ground.)  Move away girl!,440,0,-1,
430,0,0,,I cannot do that.|(Let Amanda go.),You fucking traitor!  You're lucky Amanda.|(Amanda quickly packs her stuff and runs away.),490,-3,-2,
440,0,0,,Go ahead!|(1 minute),(Sidney gags and hogties Amanda.)|Let's run before we get caught!,450,1,0,"TieUp(""Amanda"")"
440,0,0,,This is going too far.|(Help Amanda to get up.),You fucking traitor!  You're lucky Amanda.|(Amanda quickly packs her stuff and runs away.),490,-3,-2,
450,0,0,,Yes Miss Sidney.|(Leave her stranded.),,0,0,-1,"CrimeStranded(""Amanda"")"
450,0,0,,Run like hell girl!|(Leave her stranded.),,0,0,1,"CrimeStranded(""Amanda"")"
450,0,0,,This is going too far.|(Release her.)  (1 minute),You fucking traitor!  You're lucky Amanda.|(Amanda quickly packs her stuff and runs away.),490,-3,-2,
490,0,0,,Let's go back.|(Back to classes.),,0,0,0,EndChapter()
500,0,0,,"Beat up Sarah?|No, it's too extreme.",It's not extreme enough!|Someday she will pay.,330,0,0,
500,0,0,,Yes!  Let's get|her right now.,Come with me then!  (You both walk to|the schoolyard where Sarah is chilling.),510,0,0,StartBeatUp()
510,0,0,,(Help Sidney to subdue|Sarah.)  (1 minute),(You both jump on Sarah and Sidney|gets a holds on her.)  Strip her down!,520,1,0,
510,0,0,,I cannot do that.|(Don't subdue Sarah.),You fucking traitor!  You're lucky Sarah.|(Sarah pulls her tongue and quickly runs away.),590,-3,-2,
520,0,0,,(Help Sidney to strip|Sarah.)  (1 minute),(You strip her down naked while|Sidney holds her.)  Beat her!,530,1,0,
520,0,0,,I cannot do that.|(Let Sarah go.),You fucking traitor!  You're lucky Sarah.|(Sarah pulls her tongue and quickly runs away.),590,-3,-2,
530,0,0,,(Beat up Sarah.)|(1 minute),(You kick and punch Sarah until she|crumbles to the ground.)  Let me do the rest!,540,0,1,"BeatUp(""Sarah"")"
530,0,0,,I'm too weak Miss.|(1 minute),(Sidney struggles alone and beats up Sarah that|crumbles to the ground.)  Move away girl!,540,0,-1,
530,0,0,,I cannot do that.|(Let Sarah go.),You fucking traitor!  You're lucky Sarah.|(Sarah pulls her tongue and quickly runs away.),590,-3,-2,
540,0,0,,Go ahead!|(1 minute),(Sidney gags and binds Sarah on the fence.)|Let's fucking run before we get caught!,550,1,0,"TieUp(""Sarah"")"
540,0,0,,This is going too far.|(Help Sarah to get up.),You fucking traitor!  You're lucky Sarah.|(Sarah pulls her tongue and quickly runs away.),590,-3,-2,
550,0,0,,Yes Miss Sidney.|(Leave her stranded.),,0,0,-1,"CrimeStranded(""Sarah"")"
550,0,0,,Run like hell girl!|(Leave her stranded.),,0,0,1,"CrimeStranded(""Sarah"")"
550,0,0,,This is going too far.|(Release her.)  (1 minute),You fucking traitor!  You're lucky Sarah.|(Sarah pulls her tongue and quickly runs away.),590,-3,-2,
590,0,0,,Let's go back.|(Back to classes.),,0,0,0,EndChapter()
