Stage,LoveReq,SubReq,VarReq,Interaction,Result,NextStage,LoveMod,SubMod,Function
130,0,0,,You're a real|bitch you know?,You're only sinking deeper young lady.|(She pushes you on your knees.),140,-1,0,
130,0,0,,Someday you will|rot in that cell.,Maybe you'll spend the full day in here.|(She pushes you on your knees.),140,0,1,
140,0,0,,Oh my!  The|floor is so cold.,"Be warned, it will not get any warmer.|(She gets more rope and ties your legs.)",150,0,-1,CheckToEat()
140,0,0,,What do you want?,I want you to learn a lesson on life.|(She gets more rope and ties your legs.),150,0,0,CheckToEat()
140,3,0,,"Yuki, would you|like to cum?",(She looks down at you.)  Oh hell yes!|(She drops her panties and pulls you under.),200,1,0,
140,0,-3,,"Miss, would you|like an orgasm?",(She looks down at you.)  Oh lord yes!|(She drops her panties and pulls you under.),200,0,-1,
150,0,0,,Geez!  This is|going too far.,Too far?  Like drugging your teacher?|(She links the collar to a large metal ring.),160,0,0,
150,0,0,,A hogtie?  That's the|best you can do?,Oh I can do much worse than that.|(She links the collar to a large metal ring.),160,0,1,
150,0,0,,Look Yuki!  I've|learned my lesson.,I do hope you will learn a lesson.|(She links the collar to a large metal ring.),160,0,0,
150,0,0,,This hogtie is amazing!,You may change your mind after an hour.|(She links the collar to a large metal ring.),160,0,-1,
160,0,0,,You little bitch!|How dare you?,"Such a horrible mouth, this should help it.|(She straps a ballgag around your head.)",170,-1,0,AddGag()
160,0,0,,Let me go or|I'll call the police.,Call whoever you want young lady.|(She straps a ballgag around your head.),170,0,0,AddGag()
160,0,0,,I do admire your|bondage skills.,Thanks.  Now you will see my gagging skills.|(She straps a ballgag around your head.),170,1,0,AddGag()
160,0,0,,Admit it.  You|won't leave me here.,So you really still think I'm bluffing?|(She straps a ballgag around your head.),170,0,0,AddGag()
160,0,0,,(Try to struggle out.),You're not going anywhere little miss.|(She straps a ballgag around your head.),170,0,0,AddGag()
170,0,0,,(Give her an|angry look.),You're so cute.  I'll be back at 11:30.|(She stands up and leaves the room.),180,0,0,AllowLeave()
170,0,0,,(Make pleading eyes|and whimper softly.),"Cry all you want, I'll be back at 11:30.|(She stands up and leaves the room.)",180,0,-1,AllowLeave()
170,0,0,,(Chew on the gag.),Enjoy your gag.  I'll be back at 11:30.|(She stands up and leaves the room.),180,0,0,AllowLeave()
170,0,0,,(Bow your head.),"Good girl, I'll be back at 11:30.|(She stands up and leaves the room.)",180,0,-1,AllowLeave()
170,0,0,,@UUHEE!,You're so cute.  I'll be back at 11:30.|(She stands up and leaves the room.),180,0,0,AllowLeave()
170,0,0,,@Heesee ehhem.,You're so cute.  I'll be back at 11:30.|(She stands up and leaves the room.),180,0,0,AllowLeave()
200,0,0,,(Nuzzle against her|pussy.) (1 minute),(She opens her legs and moans softly.),200,0,0,Pleasure(1)
200,0,0,,(Lick her clitoris.)|(1 minute),(She pulls you close by the hair and trembles.),200,0,0,Pleasure(2)
200,0,0,,(Push your tongue|inside.)  (1 minute),(She pulls your head back|and forth with both hands.),200,0,0,Pleasure(3)
200,0,0,AllowPullBack,(Stop and pull back.),(You pull back and she looks disappointed.)|So you're going to give up?,210,0,0,CheckToStop()
210,0,0,,I was only taking|my breath.  (Go back.),Very good.  (She grabs your|hair and pulls you back in.),200,0,0,
210,0,0,,"Sorry Miss, I|cannot do it.","Fine, I don't care anyway.|(She gets more rope and ties your legs.)",150,-1,0,
210,0,0,,When did you|last take a bath?,You're going to pay for that!|(She gets more rope and ties your legs.),150,-2,0,
220,0,0,,(Lick her juices.),"That's enough, you did a wonderful job.|If I let you go, will you do it again later?",230,1,0,
220,0,0,,(Catch your breath.),"Young lady, you did a wonderful job.|If I let you go, will you do it again later?",230,0,0,
220,0,0,,(Cough in disgust.),"Don't pretend you didn't enjoy this.|If I let you go, will you do it again later?",230,-1,0,
230,0,0,,Yes.  We have a deal.,Perfect!  (She unties you and leads you out.)|Get dressed and go get an early lunch then.,240,0,-1,Release()
230,0,0,,No.  I will never|do that again.,"Fine, let's resume your isolation then.|(She gets more rope and ties your legs.)",150,-1,0,
240,0,0,,Alright!|(Leave isolation.),,240,0,0,LeaveIsolation()
250,0,0,,Sorry Miss Yuki.|Can I try again?,No.  It's time for your isolation now.|(She gets more rope and ties your legs.),150,-1,-1,
250,0,0,,(Stay silent.),It's time for your isolation now.|(She gets more rope and ties your legs.),150,-1,0,
250,0,0,,Are you frigid?,"(She slaps you on the face, gets|more rope and ties your legs.)",150,-2,1,
