Stage,LoveReq,SubReq,VarReq,Interaction,Result,NextStage,LoveMod,SubMod,Function
110,0,2,,Only a few items left|to join Julia.  (1 minute),"Yes, if Julia could do it, I can.|(She blushes red and removes her underwear.)",120,0,0,"SetCloth(2, 0, 0)"
110,0,2,,"If Julia can strip, you|can do it.  (1 minute)","Yes, if Julia could do it, I can.|(She blushes red and removes her underwear.)",120,0,0,"SetCloth(2, 0, 0)"
110,0,2,,Show us more skin|and bones.  (1 minute),Bones?  I'm not that skinny.|(She blushes red and removes her underwear.),120,0,0,"SetCloth(2, -1, 0)"
110,0,0,,Maybe you should dress|back up.  (1 minute),"You think?  Yeah, this is school after all.|(She picks her clothes and dresses back.)",100,0,0,"SetCloth(0, 0, 0)"
120,0,0,,Maybe you should dress|back up.  (1 minute),"You think?  Yeah, this is school after all.|(She picks her clothes and dresses back.)",100,0,0,"SetCloth(0, 0, 0)"
120,0,0,,Try your underwear|again.  (1 minute),(She sighs.)  I'll never understand art.|(She puts her underwear back on.),110,0,0,"SetCloth(1, 0, 0)"
130,0,0,,Don't worry Jennifer.|Everything will be fine.,(She nods slowly.),130,0,0,TrustComment()
130,0,0,EggInside,This egg will remind|you that I'm the boss.,(She bows her head.),130,0,0,EggComment()
130,2,0,KissReady,(Kiss her.)|(1 minute),Please don't.  I'm not into it.|(She didn't seem to enjoy the kiss.),130,-1,0,Kiss()
130,0,0,,(Tighten the ropes.)|(1 minute),(This bondage is already|as tight as it can be.),130,0,0,Tighten()
130,0,0,,(Tickle her.)|(1 minute),(She cowers in shame|to avoid your tickling.),130,0,0,Tickle()
130,0,0,Common_PlayerNotRestrained,(Untie her.)|(1 minute),(You untie her and she throws the|ropes at you.)  Can I go sit now?,120,0,0,Untie()
130,0,0,PaintAvail,(Paint Jennifer.)|(30 minutes),(You carefully paint her and show the result.)|Please destroy this painting once class is over.,130,0,0,Paint()
140,0,0,,(Tighten the ropes.)|(1 minute),(This bondage is already|as tight as it can be.),140,0,0,Tighten()
140,0,0,,(Tickle her.)|(1 minute),(She cowers in shame|to avoid your tickling.),140,0,0,Tickle()
140,0,0,Common_PlayerNotRestrained,(Ungag her.)|(1 minute),(You unbuckle the gag and release it|from her mouth)  Can you untie me now?,130,0,0,Ungag()
140,0,0,PaintAvail,(Paint Jennifer.)|(30 minutes),(You carefully paint her and show the result.)|(She looks at your work of art and whimpers.),140,0,0,Paint()
150,0,0,,(Tighten the ropes.)|(1 minute),(This bondage is already|as tight as it can be.),150,0,0,Tighten()
150,0,0,,(Tickle her.)|(1 minute),(She cowers in shame|to avoid your tickling.),150,0,0,Tickle()
150,0,0,Common_PlayerNotRestrained,(Ungag her.)|(1 minute),"(You remove the tape from her mouth.)|Alright, can you untie me now?",130,0,0,Ungag()
150,0,0,PaintAvail,(Paint Jennifer.)|(30 minutes),(You carefully paint her and show the result.)|(She looks at your work of art and whimpers.),150,0,0,Paint()
