Stage,LoveReq,SubReq,VarReq,Interaction,Result,NextStage,LoveMod,SubMod,Function
340,0,0,Common_PlayerNotRestrained,(Tu la chatouilles.)|(1 minute),(Elle se recroqueville pour t'éviter et rit en silence.),340,0,0,
340,0,0,Common_PlayerNotRestrained,(Tu la débâillones.)|(1 minute),(Tu lui enlèves doucement son bâillon.)|Jeune fille ! Ceci est vraiment inapproprié.,330,0,0,Ungag()
410,0,0,Common_PlayerNotRestrained,(Tu la fouettes.)|(1 minute),(Tu lui donnes un grand coup de cravache.)|Mademoiselle ! Vous regretterez ces actes !,410,0,0,Whip()
410,0,0,Common_PlayerNotRestrained,(Tu ranges la cravache.)|(1 minute),(Tu ranges la cravache et tu la remets sur ses pieds.),310,0,0,
420,0,0,Common_PlayerNotRestrained,(Tu la fouettes.)|(1 minute),(Tu lui donnes un grand coup de cravache.)|(Elle crie de colère dans son bâillon.),420,0,0,Whip()
420,0,0,Common_PlayerNotRestrained,(Tu ranges la cravache.)|(1 minute),(Tu ranges la cravache et tu la remets sur ses pieds.),320,0,0,
420,0,0,Common_PlayerNotRestrained,(Tu la débâillones.)|(1 minute),(Tu lui enlèves doucement son bâillon.)|Jeune fille ! Ceci est vraiment inapproprié.,410,0,0,Ungag()
430,0,0,Common_PlayerNotRestrained,(Tu la fouettes.)|(1 minute),(Tu lui donnes un grand coup de cravache.)|Mademoiselle ! Vous regretterez ces actes !,430,0,0,Whip()
430,0,0,Common_PlayerNotRestrained,(Tu ranges la cravache.)|(1 minute),(Tu ranges la cravache et tu la remets sur ses pieds.),330,0,0,
440,0,0,Common_PlayerNotRestrained,(Tu la fouettes.)|(1 minute),(Tu lui donnes un grand coup de cravache.)|(Elle crie de colère dans son bâillon.),440,0,0,Whip()
440,0,0,Common_PlayerNotRestrained,(Tu ranges la cravache.)|(1 minute),(Tu ranges la cravache et tu la remets sur ses pieds.),340,0,0,
440,0,0,Common_PlayerNotRestrained,(Tu la débâillones.)|(1 minute),(Tu lui enlèves doucement son bâillon.)|Jeune fille ! Ceci est vraiment inapproprié.,430,0,0,Ungag()
